# First line is two numbers 
#     First value is '2', it means 'histogram mode'
#     Second value is 'Emin' of the histogram
# Other lines : 2 columns. 1) energy 2) Bin Width 2) frequency (nb divided by NbEvent)
# Number of bins = 1000
# Content below the first bin: 0
# Content above the last  bin: 0
# Number of events: 3000909
2 0
0.00055 0.0011 0
0.00165 0.0011 0
0.00275 0.0011 0
0.00385 0.0011 0
0.00495 0.0011 0
0.00605 0.0011 0
0.00715 0.0011 0
0.00825 0.0011 0
0.00935 0.0011 0
0.01045 0.0011 0
0.01155 0.0011 0
0.01265 0.0011 0
0.01375 0.0011 0
0.01485 0.0011 0
0.01595 0.0011 0
0.01705 0.0011 0
0.01815 0.0011 0
0.01925 0.0011 0
0.02035 0.0011 0
0.02145 0.0011 0
0.02255 0.0011 0
0.02365 0.0011 0.00419512
0.02475 0.0011 0
0.02585 0.0011 0
0.02695 0.0011 0
0.02805 0.0011 0
0.02915 0.0011 0
0.03025 0.0011 0
0.03135 0.0011 0
0.03245 0.0011 0
0.03355 0.0011 0
0.03465 0.0011 0.0787642
0.03575 0.0011 0
0.03685 0.0011 0
0.03795 0.0011 0.116909
0.03905 0.0011 0
0.04015 0.0011 0.443002
0.04125 0.0011 0
0.04235 0.0011 1.26135
0.04345 0.0011 0.966279
0.04455 0.0011 0.629886
0.04565 0.0011 0.39682
0.04675 0.0011 0.60245
0.04785 0.0011 1.85132
0.04895 0.0011 5.64089
0.05005 0.0011 4.53785
0.05115 0.0011 5.03381
0.05225 0.0011 8.11483
0.05335 0.0011 6.95323
0.05445 0.0011 6.38751
0.05555 0.0011 12.3699
0.05665 0.0011 9.61412
0.05775 0.0011 9.82146
0.05885 0.0011 25.091
0.05995 0.0011 27.7364
0.06105 0.0011 19.7596
0.06215 0.0011 26.2341
0.06325 0.0011 47.8703
0.06435 0.0011 23.5441
0.06545 0.0011 42.2228
0.06655 0.0011 100.216
0.06765 0.0011 103.231
0.06875 0.0011 148.737
0.06985 0.0011 142.487
0.07095 0.0011 211.187
0.07205 0.0011 192.99
0.07315 0.0011 224.561
0.07425 0.0011 293.851
0.07535 0.0011 355.109
0.07645 0.0011 353.673
0.07755 0.0011 419.871
0.07865 0.0011 438.468
0.07975 0.0011 631.273
0.08085 0.0011 633.09
0.08195 0.0011 652.555
0.08305 0.0011 730.591
0.08415 0.0011 929.865
0.08525 0.0011 950.935
0.08635 0.0011 1041.61
0.08745 0.0011 1147.38
0.08855 0.0011 1398.67
0.08965 0.0011 1286.53
0.09075 0.0011 1471.43
0.09185 0.0011 1563.73
0.09295 0.0011 1761.86
0.09405 0.0011 1908.18
0.09515 0.0011 2165.3
0.09625 0.0011 2279.13
0.09735 0.0011 2344.75
0.09845 0.0011 2415.54
0.09955 0.0011 2817.16
0.10065 0.0011 2825.96
0.10175 0.0011 3014.28
0.10285 0.0011 3230.29
0.10395 0.0011 3434.65
0.10505 0.0011 3781.87
0.10615 0.0011 4053.05
0.10725 0.0011 4379.8
0.10835 0.0011 4232.67
0.10945 0.0011 4791.69
0.11055 0.0011 4843.2
0.11165 0.0011 5647.46
0.11275 0.0011 5440.07
0.11385 0.0011 5512.27
0.11495 0.0011 5734.33
0.11605 0.0011 6542.86
0.11715 0.0011 6446.47
0.11825 0.0011 6292.43
0.11935 0.0011 6470.05
0.12045 0.0011 6984.39
0.12155 0.0011 6740.98
0.12265 0.0011 7317.29
0.12375 0.0011 7218.07
0.12485 0.0011 7971.59
0.12595 0.0011 7759.92
0.12705 0.0011 7951.47
0.12815 0.0011 8088.25
0.12925 0.0011 8533.34
0.13035 0.0011 8445.14
0.13145 0.0011 8923.94
0.13255 0.0011 9125.73
0.13365 0.0011 8830.06
0.13475 0.0011 8334.29
0.13585 0.0011 8560.57
0.13695 0.0011 9544.67
0.13805 0.0011 9193.98
0.13915 0.0011 9521
0.14025 0.0011 9659.63
0.14135 0.0011 9911.42
0.14245 0.0011 9718.93
0.14355 0.0011 10528.1
0.14465 0.0011 10703.4
0.14575 0.0011 10644
0.14685 0.0011 10609.9
0.14795 0.0011 10830.6
0.14905 0.0011 10870.5
0.15015 0.0011 11326
0.15125 0.0011 11267
0.15235 0.0011 11853.9
0.15345 0.0011 10795.7
0.15455 0.0011 12384.4
0.15565 0.0011 11819.3
0.15675 0.0011 12214.1
0.15785 0.0011 12284.9
0.15895 0.0011 12430.5
0.16005 0.0011 12971.4
0.16115 0.0011 12597.3
0.16225 0.0011 13443.6
0.16335 0.0011 14167.7
0.16445 0.0011 13902.3
0.16555 0.0011 14205.4
0.16665 0.0011 14960
0.16775 0.0011 16040.3
0.16885 0.0011 17583.8
0.16995 0.0011 18793.1
0.17105 0.0011 20369.6
0.17215 0.0011 20393
0.17325 0.0011 21569.4
0.17435 0.0011 20154.5
0.17545 0.0011 21802.4
0.17655 0.0011 20654
0.17765 0.0011 21228.9
