# First line is two numbers 
#     First value is '2', it means 'histogram mode'
#     Second value is 'Emin' of the histogram
# Other lines : 2 columns. 1) energy 2) Bin Width 2) frequency (nb divided by NbEvent)
# Number of bins = 1000
# Content below the first bin: 0
# Content above the last  bin: 0
# Number of events: 3000038
2 0
0.00055 0.0011 0.000465084
0.00165 0.0011 0.00302694
0.00275 0.0011 0.00619104
0.00385 0.0011 0.0111577
0.00495 0.0011 0.0196627
0.00605 0.0011 0.0266841
0.00715 0.0011 0.0391186
0.00825 0.0011 0.052757
0.00935 0.0011 0.0752464
0.01045 0.0011 0.0879272
0.01155 0.0011 0.120498
0.01265 0.0011 0.145162
0.01375 0.0011 0.159513
0.01485 0.0011 0.190206
0.01595 0.0011 0.231873
0.01705 0.0011 0.318887
0.01815 0.0011 0.255278
0.01925 0.0011 0.329726
0.02035 0.0011 0.588049
0.02145 0.0011 1.45183
0.02255 0.0011 0.944535
0.02365 0.0011 1.09484
0.02475 0.0011 2.06359
0.02585 0.0011 2.98104
0.02695 0.0011 1.91677
0.02805 0.0011 2.06136
0.02915 0.0011 2.05515
0.03025 0.0011 1.32198
0.03135 0.0011 2.51416
0.03245 0.0011 2.17095
0.03355 0.0011 4.16889
0.03465 0.0011 4.10746
0.03575 0.0011 5.9095
0.03685 0.0011 6.85948
0.03795 0.0011 2.01793
0.03905 0.0011 3.10661
0.04015 0.0011 3.22335
0.04125 0.0011 5.27277
0.04235 0.0011 6.94745
0.04345 0.0011 4.98986
0.04455 0.0011 4.93032
0.04565 0.0011 4.86457
0.04675 0.0011 4.27145
0.04785 0.0011 4.63668
0.04895 0.0011 2.38131
0.05005 0.0011 7.44071
0.05115 0.0011 11.1258
0.05225 0.0011 10.5046
0.05335 0.0011 12.986
0.05445 0.0011 15.9466
0.05555 0.0011 10.9571
0.05665 0.0011 21.2851
0.05775 0.0011 7.4898
0.05885 0.0011 16.5817
0.05995 0.0011 21.335
0.06105 0.0011 13.6362
0.06215 0.0011 24.1948
0.06325 0.0011 34.5567
0.06435 0.0011 37.5829
0.06545 0.0011 47.4974
0.06655 0.0011 38.2408
0.06765 0.0011 60.8851
0.06875 0.0011 77.8145
0.06985 0.0011 107.38
0.07095 0.0011 128.948
0.07205 0.0011 151.618
0.07315 0.0011 132.773
0.07425 0.0011 146.357
0.07535 0.0011 171.765
0.07645 0.0011 191.753
0.07755 0.0011 245.714
0.07865 0.0011 300.624
0.07975 0.0011 309.232
0.08085 0.0011 399.07
0.08195 0.0011 361.763
0.08305 0.0011 448.946
0.08415 0.0011 512.24
0.08525 0.0011 580.317
0.08635 0.0011 712.439
0.08745 0.0011 641.102
0.08855 0.0011 880.068
0.08965 0.0011 643.483
0.09075 0.0011 850.593
0.09185 0.0011 887.881
0.09295 0.0011 936.904
0.09405 0.0011 1143.14
0.09515 0.0011 1052.59
0.09625 0.0011 1269.6
0.09735 0.0011 1413.47
0.09845 0.0011 1527.18
0.09955 0.0011 1618.73
0.10065 0.0011 1693.46
0.10175 0.0011 1624.58
0.10285 0.0011 1794.93
0.10395 0.0011 1884.22
0.10505 0.0011 1949.56
0.10615 0.0011 2134.52
0.10725 0.0011 2379.73
0.10835 0.0011 2266.69
0.10945 0.0011 2545.62
0.11055 0.0011 2249.11
0.11165 0.0011 2458.01
0.11275 0.0011 2865.42
0.11385 0.0011 2928.31
0.11495 0.0011 3049.78
0.11605 0.0011 3299.39
0.11715 0.0011 3730.36
0.11825 0.0011 3596.14
0.11935 0.0011 3775.18
0.12045 0.0011 4201.53
0.12155 0.0011 3850.8
0.12265 0.0011 4124.89
0.12375 0.0011 4418.22
0.12485 0.0011 4342.38
0.12595 0.0011 4781.74
0.12705 0.0011 4770.93
0.12815 0.0011 4703.46
0.12925 0.0011 5141.6
0.13035 0.0011 5107.44
0.13145 0.0011 5048.71
0.13255 0.0011 5304.87
0.13365 0.0011 5155.96
0.13475 0.0011 5518.2
0.13585 0.0011 5288.23
0.13695 0.0011 5354.51
0.13805 0.0011 5589.66
0.13915 0.0011 5464.65
0.14025 0.0011 5913.94
0.14135 0.0011 5818.66
0.14245 0.0011 6214.73
0.14355 0.0011 6272.56
0.14465 0.0011 5805.9
0.14575 0.0011 6377.43
0.14685 0.0011 6246.94
0.14795 0.0011 6035.83
0.14905 0.0011 6989.63
0.15015 0.0011 6971.38
0.15125 0.0011 6521.17
0.15235 0.0011 6839.93
0.15345 0.0011 6520.51
0.15455 0.0011 6498.05
0.15565 0.0011 6997.49
0.15675 0.0011 7106.05
0.15785 0.0011 6642.04
0.15895 0.0011 7159.66
0.16005 0.0011 6702.21
0.16115 0.0011 7219.94
0.16225 0.0011 6263.89
0.16335 0.0011 7386.61
0.16445 0.0011 7050.32
0.16555 0.0011 7035.3
0.16665 0.0011 7355.63
0.16775 0.0011 7606.76
0.16885 0.0011 7752.79
0.16995 0.0011 8039.1
0.17105 0.0011 7435.81
0.17215 0.0011 7540.55
0.17325 0.0011 7479.07
0.17435 0.0011 7451.55
